word,dsocial science,dengineering,dmedicine,d-lifescience
Action production,0,0,1,0
Identity aftereffects,0,0,1,0
Task constraints,1,0,0,0
Applied cognition,0,0,1,0
Disconnection syndrome,0,0,1,0
Sensory loss,0,1,0,0
Nisual evoked potential,0,1,0,0
Neutralization,0,0,1,0
Immunoadsorption,0,0,1,0
action comprehension,0,1,0,0
RHP,0,0,1,0
Category-based reasoning,0,0,1,0
Visual analogy,0,1,0,0
Packaging screening,0,1,0,0
COLOUR,1,0,0,0
Benton-Test,0,1,0,0
2340-Cognitive Processes,0,1,0,0
Three dimensions,0,0,1,0
Neurovisceral integration model,1,0,0,0
Activity Restriction,0,0,1,0
MAO-A,0,0,1,0
Disorganised,1,0,0,0
Environmental health,0,0,0,1
Brain monitoring,0,1,0,0
Inferential processes,0,0,1,0
Motion-2D,1,0,0,0
Experience level,0,1,0,0
Spatial processes,1,0,0,0
Assistive robotics,0,0,1,0
Differential benefits of training,0,0,1,0
Sensitive,0,1,0,0
Extrapyramidal cognitive impairment,1,0,0,0
neurocysticercosis,0,1,0,0
Spatial signature,0,0,0,1
Task-set reconfiguration,0,1,0,0
monitoring,1,0,0,0
Art theory,1,0,0,0
Hypermedia,0,0,1,0
Match-to-sample,0,0,1,0
Lesion load,0,0,1,0
Sage,0,0,1,0
N2 amplitude,0,0,1,0
Induced gamma band,1,0,0,0
Visual guidance,0,0,1,0
Visual-world eye tracking,0,0,1,0
Go-NoGo task,0,1,0,0
Fluctuation analysis,0,0,1,0
Offset capture,1,0,0,0
dose-effect profile,0,0,1,0
Asterix,0,0,1,0
Oniomania,0,0,1,0
Neuropsychological screening,0,0,0,1
Feedback-feedforward,0,0,1,0
Brodmann area 18,0,0,0,1
Brodmann area 10,0,1,0,0
Brodmann area 11,0,0,0,1
passengers,0,0,0,1
Medication organiser,0,1,0,0
SynWin,0,0,1,0
Information requirements,0,1,0,0
Equality,1,0,0,0
Sensory feedback,0,1,0,0
Usability Engineering (UE),1,0,0,0
Self-motives,0,0,1,0
Non-consumptive effects,0,1,0,0
Low-need residents,0,0,0,1
Hierarchically organized distributed cortical networks,1,0,0,0
Laterality effect,0,0,0,1
Life function,0,0,1,0
video coding,0,0,1,0
Engineering design,0,1,0,0
Regulatory policy,0,1,0,0
Arrow pointing,1,0,0,0
Logos,0,0,0,1
Methylphenidate-OROS,0,0,1,0
recurrence,1,0,0,0
Stressors,0,0,1,0
Obsessive-compulsive disorders,0,1,0,0
Verbal fluency task,1,0,0,0
Highrisk,0,1,0,0
Simple schizophrenia,1,0,0,0
Exercise environments,0,0,1,0
Map learning,0,1,0,0
15M,1,0,0,0
Time–frequency analysis,0,1,0,0
Infant temperament,0,0,1,0
Neurotoxicology,0,0,1,0
allocentric,0,1,0,0
Illicit drugs,0,1,0,0
Subtype,0,1,0,0
Madness,0,0,1,0
Children's language comprehension,0,0,0,1
"Alzheimer Disease Assessment Scale,0,0,0,0
Stop N2/P3,0,0,1,0
Local and global processing,0,0,1,0
CIAIS systems,0,0,1,0
Maya,0,0,1,0
Predictive gaze,0,0,0,1
Central Europe,0,0,1,0
Real-time head localization,0,0,1,0
spatial awareness,0,0,1,0
Incident delirium,0,1,0,0
cortical areas,1,0,0,0
Political evaluation,0,0,1,0
action video game,0,1,0,0
Hormonotherapy,0,1,0,0
transsaccadic memory,1,0,0,0
design task,0,0,1,0
Index of multiple deprivation,0,1,0,0
interaction technique,0,1,0,0
N-methyl-D-aspartate receptor,0,0,1,0
Spinocerebellar ataxia type 6,0,0,1,0
Global local,0,1,0,0
Spinocerebellar ataxia type 2,0,0,1,0
ice hockey,0,0,1,0
Hepatic insufficiency,0,1,0,0
Compensation strategies,0,1,0,0
Falls risk,0,1,0,0
DWI lesion,1,0,0,0
Regional brain metabolism,0,0,1,0
Fetal Alcohol Spectrum Disorders,1,0,0,0
soy,0,1,0,0
Comprehension strategies,0,0,1,0
ADHA,0,1,0,0
Scottishness,0,0,0,1
psychological and social aspects,1,0,0,0
Somatic code,0,0,1,0
Fed,0,0,0,1
Creatinine,0,0,1,0
Mean directional error,1,0,0,0
MPH,1,0,0,0
Real and imaginary,0,0,1,0
Visuoconstructional disorders,0,1,0,0
Word similarity,1,0,0,0
Obstructive sleep apnea syndrome (OSAS),0,1,0,0
Social self-esteem,0,0,1,0
Disappearing text,1,0,0,0
Higher order visual cortices,1,0,0,0
Stroke Drivers Screening Assessment,0,1,0,0
null trials,0,0,1,0
Time forms,0,1,0,0
Transmitter receptors,0,0,1,0
Expressive power,0,0,1,0
Smoking abstinence,0,0,1,0
Semantic frames,0,1,0,0
Idiom,0,0,1,0
RNA sequencing,0,0,1,0
Greyscales,0,0,1,0
Context-awareness,0,1,0,0
Predicting cues,0,1,0,0
adaptive combination,0,0,1,0
IReST reading test,0,1,0,0
Gestalt organizational principles,0,0,1,0
EEG Coherence,1,0,0,0
Expectancy challenge,1,0,0,0
Inertial perturbation,0,1,0,0
Cue-target paradigm,1,0,0,0
delayed matching-to-sample,0,0,1,0
visual representation,0,0,1,0
Life style,0,0,1,0
Polydrug,0,0,1,0
différences basées sur le sexe,0,1,0,0
Catheter ablation,0,0,0,1
Spatial layout,0,0,1,0
DRC,1,0,0,0
Situation management factor,0,0,1,0
Global cerebral ischemia,0,1,0,0
Organizational memory,0,1,0,0
Sex chromosome,0,1,0,0
Community structure,0,1,0,0
live video,0,0,1,0
VGLUT1,0,0,1,0
Activity-dependent neuroprotective protein,0,0,1,0
Treatment modeling,1,0,0,0
Protention,0,0,1,0
Audiovisual priming,0,0,0,1
Phonological consistency,0,0,1,0
High-density EEG,0,1,0,0
Caricatures,0,1,0,0
measures of abuse potential,1,0,0,0
Good gestalt,1,0,0,0
Red blood cell transfusion,1,0,0,0
perceptual tightness,0,0,1,0
Linguistic distributional knowledge,0,1,0,0
Vehicle theory,0,0,1,0
Subarachnoid haemorrhage (SAH),0,1,0,0
Python,0,0,0,1
Oral health,0,0,1,0
Deactivations,1,0,0,0
Western scrub-jays,0,0,1,0
Painters,0,0,0,1
Electroencephalo-graphy,0,0,1,0
Positive valence,0,0,1,0
Oppositional behavior,0,1,0,0
NMO,1,0,0,0
Central nervous system diseases,0,0,1,0
Genetic overlap,1,0,0,0
HMG-CoA reductase inhibitor,0,0,1,0
Functional compensation,0,0,1,0
Power density,0,0,1,0
Novel environment,0,0,0,1
Steady-state potential,0,1,0,0
Infant looking,0,1,0,0
Tacit-knowledge,1,0,0,0
Right-neglect,1,0,0,0
LOR- ETA,0,0,0,1
Subjective memory impairment,0,0,1,0
Infection,0,1,0,0
"Children,0,0,0,0
Blocks,0,1,0,0
Xanomeline,0,0,1,0
Transparent barrier,0,1,0,0
?-oscillations,0,0,1,0
Serial prediction task,0,0,1,0
Executive processing,0,1,0,0
Functional observational battery,0,1,0,0
Gap-filling,1,0,0,0
Personality attribution,0,1,0,0
visual arts,0,1,0,0
Developmental right hemisphere syndrome,0,0,0,1
Dopamine d-lifescience receptor,0,1,0,0
Voriconazole,0,0,1,0
digital sketching environment,0,0,1,0
affective illness,1,0,0,0
Function words,1,0,0,0
Wechsler memory scale-revised,0,0,1,0
Human olfactory system,0,0,1,0
Stem cell,0,0,1,0
lPFC,0,0,1,0
Stress disorders,0,0,1,0
attention deficit,0,0,1,0
age-based testing (ABT),0,0,1,0
MCI Alzheimer,0,1,0,0
Proportion,0,0,1,0
Alpha-lactalbulmin,0,1,0,0
short-latency ERP component,0,0,1,0
CogSport,0,0,0,1
Flame retardant,0,0,1,0
Food hedonics,0,1,0,0
Prognostic factors,0,1,0,0
Cytochrome P-450 enzyme system,0,1,0,0
D.C.,0,1,0,0
Visual line bisection,0,0,1,0
Pop out effect,0,0,1,0
Alcoholics,0,0,1,0
maturation,0,0,1,0
B-mode ultrasound,0,0,1,0
?Amyloid,0,0,1,0
Sharing platform,0,1,0,0
spatial perception,0,1,0,0
Matching familiar figures test,0,0,1,0
Space and motion discomfort,0,0,1,0
visual variant of Alzheimer's disease,1,0,0,0
Breath Alcohol Concentration (BrAC),0,0,1,0
Letter access,0,1,0,0
Prism bar vergences,1,0,0,0
Repetitive behavior,0,1,0,0
Subcortical pathway,0,1,0,0
Accumulator models,0,1,0,0
Amygdalohippocampectomy,0,0,0,1
Motricity,0,0,1,0
Pursuit,1,0,0,0
View matching,0,0,1,0
Vehicle emissions,0,0,1,0
Physical strength,0,0,1,0
Cognates,1,0,0,0
Neurospychology,0,0,1,0
Automobile,0,1,0,0
Object-decision task,0,0,1,0
Task-based activation,1,0,0,0
aftereffects,0,1,0,0
Eye Movement,0,0,0,1
facial affect processing,1,0,0,0
Automatic comparison,0,1,0,0
Gunnison's prairie dogs,0,1,0,0
Visual streams,0,1,0,0
fluvoxamine,0,0,1,0
self-concept,0,1,0,0
Bright light exposure,0,0,0,1
Fetal alcohol syndrome (FAS),0,0,1,0
Multilevel analysis,0,0,1,0
Infant growth,0,0,1,0
sensory-mental task,0,0,1,0
3D topographic map,0,0,0,1
Developmental Test of Visual Perception - Adolescents and Adults (DTVP-A),0,1,0,0
Cross cultural differences,0,1,0,0
Arousal and valence,1,0,0,0
Inferior frontal cortex,0,0,0,1
Aspergers Syndrome,0,0,1,0
Infectious diseases,0,1,0,0
Tromsø Study,1,0,0,0
Medical students,0,1,0,0
social movements,1,0,0,0
Brief psychotic disorder,1,0,0,0
Thatcher illusion,0,0,1,0
Beta-blocker,1,0,0,0
Ocular motor delayed response,0,0,1,0
Hyperopia,0,0,1,0
Very low birth weight children,1,0,0,0
Ventriculoperitoneal shunt,0,0,0,1
Hollow-face illusion,0,1,0,0
Semantic categorization,0,0,1,0
Neurodevelopmental disorder,1,0,0,0
schools,1,0,0,0
emergent features,0,1,0,0
Perceived arousal,0,1,0,0
Neurodevelopmental model,0,0,1,0
Ventriculomegaly,0,1,0,0
sodium valproate,0,0,1,0
Global cognitive status,0,0,1,0
Tilt,0,0,0,1
Global field power,0,1,0,0
Socioemotional difficulties,1,0,0,0
neurocognitive assessment,0,0,1,0
Scyllo-inositol,0,0,1,0
Communication device for hearing impaired,1,0,0,0
Interference task,0,0,0,1
Nogo,0,0,1,0
3Rs,0,1,0,0
Invasive recordings,0,1,0,0
Utility maximization,1,0,0,0
Paediatrics,1,0,0,0
BALB/c,0,1,0,0
Interpretative phenomenological analysis,0,0,1,0
Cognitive enrichment,0,1,0,0
Human body movement,0,0,1,0
Dynamic scenes,1,0,0,0
Female rats,1,0,0,0
Chunk decomposition,0,1,0,0
Spatial pattern classification,0,0,1,0
Auditory space cognition,1,0,0,0
Cognitive disorders/dementia,0,0,1,0
Persistence,0,1,0,0
component phenotype,0,0,1,0
Acute stress disorder,0,1,0,0
Cognitive simulation,1,0,0,0
Compensatory activity,0,0,1,0
Course of illness,0,0,0,1
Spatial awareness,0,0,1,0
sumatriptan-naproxen,0,1,0,0
Biathlon shooting,1,0,0,0
Parent-child relationships,1,0,0,0
Video goggles,0,1,0,0
substantia nigra,0,1,0,0
Reflectance,0,0,1,0
Implicit face processing,0,1,0,0
single trial,1,0,0,0
Serial Reaction Time,1,0,0,0
females,0,0,1,0
Audience effect,0,1,0,0
School atlas,1,0,0,0
Oddball detection task,0,0,0,1
Same-different judgment,0,1,0,0
Neurotoxic disease,0,0,1,0
Brain's orbits,1,0,0,0
Vegetation detection,0,0,1,0
Inner language,0,0,0,1
Continence,0,0,1,0
neighborhood size,1,0,0,0
Mayer-salovey-caruso emotional intelligence test (MSCEIT),0,1,0,0
False photograph,0,1,0,0
NMO-IgG,0,1,0,0
Opto-cinetic system,0,0,1,0
etiology,0,0,1,0
Multi-system manifestation,1,0,0,0
GRK,1,0,0,0
GRN,0,0,1,0
neuroendocrine function,0,0,1,0
Cortical control,0,0,0,1
Acoustic cues,0,0,1,0
subitizing,0,0,1,0
inferior parietal lobule,0,0,1,0
Cognitive tunneling,0,1,0,0
Cholinergic innervation,0,0,1,0
Dioxin,0,0,1,0
Connexin,1,0,0,0
ASSR,0,0,1,0
Eyedness,0,0,1,0
Sit-to-stand,1,0,0,0
Mental-state,0,1,0,0
Paus,0,1,0,0
Visualiser,0,1,0,0
frontal areas,0,0,1,0
Online embodiment,0,0,1,0
continuous flash suppression,0,1,0,0
Target rarity,0,1,0,0
Alternative transportation,1,0,0,0
Insulin pump therapy,0,1,0,0
analysis of error behavior,0,0,1,0
Hard-of-hearing,0,0,1,0
Biological sciences",0,0,0,0
6-[18F]fluoro-l-dopa (Fdopa),0,1,0,0
visual photo stimuli,0,0,0,1
locus coeruleus,0,1,0,0
well being,0,1,0,0
Shared circuits,0,0,1,0
Calcitrol,0,0,1,0
Manual localization,0,0,1,0
Imaginary reality,1,0,0,0
Temporal sequence,0,1,0,0
spatial reference frames,0,1,0,0
Cyclohexylamine,0,1,0,0
Phytoestrogen,0,0,1,0
Temporal lobe function,1,0,0,0
reorientation,0,0,1,0
micronized progesterone,0,1,0,0
mGluR1,0,1,0,0
Symbol-Digit Test,1,0,0,0
Chronic obstructive pulmonary disease (COPD),0,1,0,0
Cyber-ostracism,0,1,0,0
Flexible remembering,1,0,0,0
Spatio-temporal waves,0,0,1,0
age difference,0,0,1,0
Interest in infants,0,0,1,0
Stimulant medications,0,0,1,0
D-Serine,0,1,0,0
Pseudohomophones,0,1,0,0
Compensation of disturbances of balance,0,0,1,0
Dual State Theory,0,1,0,0
common representation,0,0,0,1
Polysubstance,0,1,0,0
Scientific communication,0,0,1,0
Science,0,1,0,0
breeding,1,0,0,0
Visual atrophy rating scale,0,0,1,0
Motor comand,0,0,1,0
Diversity,0,1,0,0
Face area,0,1,0,0
Task co-occurrence,0,0,0,1
Harbour seal,0,1,0,0
Multisensory processing,0,1,0,0
Somatostatin,0,1,0,0
Kanji learning approach,0,1,0,0
WAIS-R scores,0,1,0,0
Plasma amyloid,0,1,0,0
atypical antipsychotic drugs,0,1,0,0
Visual world,0,1,0,0
Multidisciplinary approach,1,0,0,0
motor expertise,0,1,0,0
Fish cognition,1,0,0,0
Interpersonal information processing,0,0,1,0
Spatial scale,0,0,1,0
Human milk,0,1,0,0
Eq-5d,1,0,0,0
Multivariate regression,0,1,0,0
Face module,1,0,0,0
Surgical resection,0,0,0,1
electroencephalography (EEG),1,0,0,0
Neurocognitive evaluation,0,0,1,0
Transitional landscaping,0,0,1,0
Elephants,0,0,1,0
Negative pictures,0,0,0,1
Affect induction,0,0,1,0
Interhemispheric connection,0,0,1,0
Molecular interaction networks,0,1,0,0
Work disability,0,1,0,0
Object parts,0,0,1,0
Attention guidance,0,0,1,0
emotional congruence,1,0,0,0
2320,0,0,1,0
Temperature,0,1,0,0
KeenMind,0,1,0,0
Information fusion,0,0,0,1
language switching,1,0,0,0
Spatial-information processing,0,1,0,0
high-risk,0,0,0,1
SCA2,0,1,0,0
modality specificity,1,0,0,0
Moral,0,0,1,0
Tourist Maps,0,1,0,0
Beta coherence,0,0,1,0
Stereology,1,0,0,0
Movement trajectories,1,0,0,0
3 T static magnetic field,0,0,0,1
Monetary judgments,0,0,1,0
Avatar,0,0,1,0
SIVD,0,0,1,0
emotion overgeneralization,1,0,0,0
Memory updating,1,0,0,0
cognitive therapy,1,0,0,0
Single case study design methods,0,1,0,0
visual awareness,0,0,1,0
Delinquency,0,0,1,0
Neural development,0,0,1,0
prolonged intensive care,0,1,0,0
PRSD,0,1,0,0
Affective variable,0,1,0,0
Premenstrual dysphoric disorder,0,0,1,0
Capacity limitations,0,1,0,0
Spontaneous percept switch,1,0,0,0
Object use,0,0,1,0
SVLs,0,0,0,1
independent functioning,0,1,0,0
Visual metaphors,0,0,0,1
Driving visual demand,0,0,1,0
Force,0,1,0,0
Zinc: Cognition,0,0,0,1
Corollary discharge,0,0,1,0
assisted-living,1,0,0,0
Learner roles,0,1,0,0
Purposive vision,0,0,1,0
Intrahippocampal,0,0,1,0
Visual primitives,0,0,1,0
Word mapping,0,1,0,0
Generalized learning,0,0,1,0
Letter flanker,1,0,0,0
Crossmodal congruency effects,0,1,0,0
Visual hemisphere,0,0,1,0
22q11.2,1,0,0,0
Mental operations,1,0,0,0
Strain,0,0,1,0
Attractor networks,0,0,1,0
Cognitive Dynamic Systems,0,1,0,0
Cooperative breeding,1,0,0,0
Fludrocortisone,0,1,0,0
Complex systems,0,0,1,0
CT scan,1,0,0,0
Substantia nigra/VTA,1,0,0,0
Inferences of manipulative intent,0,1,0,0
feature-holistic processing,1,0,0,0
Attentional control theory,0,0,1,0
fatty acids,0,0,1,0
Quetiapine extended release,0,0,1,0
Behavioral psychology,1,0,0,0
Cognitive practice,0,0,1,0
The reach and the grasp,0,0,1,0
Projector,0,0,1,0
Descriptive judgments,0,1,0,0
Cassava,0,0,1,0
Naïve,1,0,0,0
Verbal Learning,0,0,0,1
System engineering,0,0,1,0
D-serine,0,1,0,0
nabilone,0,0,1,0
Gamma wave,0,0,1,0
Sternberg–Wagner self-assessment inventory,0,0,1,0
Catastrophizing,1,0,0,0
Cerebral MRI,0,0,0,1
Traffic accident,0,0,1,0
lithium treatment,0,0,1,0
Vicarious trial-and-error behavior,1,0,0,0
Orthographic representations,0,0,1,0
Instrumented vehicle,0,0,1,0
Electrocorticogram,0,0,1,0
Masking by pattern,0,1,0,0
Psychiatric nursing,0,1,0,0
Fragile X permutation,0,1,0,0
agility,0,0,1,0
Synaptosome,0,1,0,0
Cold air exposure,0,1,0,0
Knowledge structure,0,0,1,0
Ostensive-communicative demonstration,0,1,0,0
Proper name anomia,0,1,0,0
Traffic accident prevention,0,0,1,0
Neurological effects of recombinant human interferon (1983) Br Med J (Clin Res Ed),0,0,1,0
Crossmodal influence,0,0,1,0
Multifaceted,0,0,0,1
Postoperative recovery,0,1,0,0
GIS (Geographic Information System),0,1,0,0
Focused crawler,0,0,1,0
MCI-PD,0,0,1,0
Real-world,1,0,0,0
Speed-accuracy tradeoffs,0,0,0,1
Visual scanpath (VSP),0,1,0,0
Lung transplantation,1,0,0,0
Long-term effect,1,0,0,0
EFRP,0,0,1,0
problem state,0,0,1,0
cognitive impulsivity,1,0,0,0
narrative,0,0,1,0
Modality exclusivity,0,0,1,0
Judgments of learning,0,0,1,0
Bilateral auditory stimuli,1,0,0,0
cross-modal plasticity,0,1,0,0
Land cover,0,0,1,0
Consumers,1,0,0,0
L-Theanine,0,1,0,0
Attention Network Test (ANT),0,0,1,0
Autobiographical memory specificity,0,1,0,0
Worker assistance,0,0,1,0
analogical transfer,0,0,1,0
Human visual system (HVS),0,0,0,1
GOMS,0,0,0,1
Novelty Seeking,0,0,1,0
Automatic thoughts,0,0,1,0
Head-on-trunk signals,1,0,0,0
Task-evoked pupillary responses,0,0,1,0
Muscarinic cholinergic,0,0,1,0
Posterior middle temporal-occipital (MT),1,0,0,0
Perceptual asymmetry,0,0,1,0
estimating,0,1,0,0
CATEGORIZATION,1,0,0,0
multi-dimensional,0,0,1,0
Absolute pitch,0,1,0,0
Ranibizumab,0,0,1,0
Lures,1,0,0,0
Myopia progression,1,0,0,0
Social Stroop,0,0,0,1
Homocystinuria,0,0,1,0
Beliefs about beliefs: Representation and constraining function of wrong beliefs in young children's understanding of deception (1983) Cognition,0,0,1,0
Mobile phone emission,1,0,0,0
child and adolescent,0,1,0,0
prognosis,0,0,1,0
Information compression,0,0,1,0
Cogniton,0,0,1,0
Details,0,0,0,1
behavioral science,0,0,1,0
Perceived effort,1,0,0,0
Health status indicators,0,1,0,0
Hypotensive therapy,0,1,0,0
In utero exposure,0,0,1,0
egocentric strategies,1,0,0,0
Motivational significance,0,0,1,0
Middle-age and older adults,0,0,1,0
EGb 761®,0,0,0,1
Nicaraguan sign language,0,1,0,0
Spatio-temporal segmentation,0,0,1,0
Double-touching,0,0,0,1
Egg recognition,0,1,0,0
infection,0,1,0,0
Research and Practice",0,0,0,0
Herpes Simplex Virus,1,0,0,0
Learning/cognition,1,0,0,0
Pseudo-word,0,0,0,1
Irregular and unstructured grids,1,0,0,0
Acute hypoxia,0,0,1,0
CLN6,0,0,1,0
Females,1,0,0,0
Hazard detection,0,1,0,0
Pesticide exposure,0,0,1,0
Traumatic brain injury patients,1,0,0,0
Pairing,0,1,0,0
Real world scene,1,0,0,0
Self–other distinction,0,0,1,0
eye-hand coordination,0,0,1,0
Generative fMRI models,0,0,1,0
CBS,0,0,0,1
Sensory experience rating,0,0,1,0
CBD,1,0,0,0
CBF,0,0,0,1
Central bottleneck theory,0,0,1,0
Succinate,0,0,1,0
Evoked magnetic responses,0,0,1,0
World Health Organization,0,1,0,0
Boundary objects,0,1,0,0
Memory tests,0,1,0,0
12-month-old infants,0,0,1,0
Brain magnetic resonance imaging,0,1,0,0
collaborative cognition,0,0,0,1
Cholinergic receptor,0,0,1,0
Sympathetic hyperactivity,1,0,0,0
State,0,0,1,0
multidimensional generalization,1,0,0,0
auditory/visual,1,0,0,0
repetition suppression,0,0,1,0
Acute organophosphate poisoning,0,0,1,0
Feelings,0,0,0,1
Visual time discrimination,0,0,0,1
drinking,0,1,0,0
Collateral sulcus,1,0,0,0
Intermodal attention,0,0,1,0
Natural stimuli,0,1,0,0
Fine Postural System,0,0,0,1
Fragile × syndrome,0,1,0,0
Describing the present,0,1,0,0
Geographic context,0,1,0,0
TSNR,0,1,0,0
Subjective interpretation,0,0,1,0
J.D.,0,0,0,1
Macaca fascicularis,0,1,0,0
Imipramine,1,0,0,0
Literacy skills,0,0,1,0
Xp11.22p11.23 duplication,0,0,1,0
S1RA (E-52862),0,0,0,1
Visual acuity of the elderly,1,0,0,0
Sequence,0,0,1,0
Cross-species generalizations,0,1,0,0
Kleine-Levin Syndrome,0,0,1,0
AMCI (amnestic mild cognitive impairment),0,0,1,0
Parkinsonian disorders,0,0,1,0
Heidenhain variant,0,0,1,0
Snapshot memory,0,0,1,0
Biofunctional understanding,0,0,0,1
Matrix reasoning,1,0,0,0
Cortical visual impairment,0,1,0,0
VAChT,0,1,0,0
Amygdala theory of autism,0,0,1,0
Beta-gamma EEG oscillations,0,0,0,1
Perfect timesharing,0,1,0,0
copy of pentagons,0,0,1,0
white-matter connectivity,0,0,1,0
Typification,0,0,1,0
Medial septum,0,0,1,0
Temporal variability,1,0,0,0
Postural adaptation,0,1,0,0
BA 10,0,0,1,0
D 2 receptors,0,0,0,1
Higher CNS functions,1,0,0,0
Visual phenomenology,0,0,1,0
two-year follow-up,0,0,1,0
Schizotypal,0,0,1,0
Sequential presentation,0,0,1,0
Acute ischaemic stroke,0,0,1,0
Epn,0,1,0,0
HIV I clade C,0,1,0,0
visual displays,0,0,1,0
embodied interaction,0,1,0,0
Infant nutrition,0,0,1,0
Task-irrelevant information,1,0,0,0
Glucose homeostasis,0,1,0,0
debrief,0,0,1,0
Possession,0,0,1,0
Glance behaviour,0,0,0,1
Choice response time,1,0,0,0
Typing,1,0,0,0
BRNB,0,1,0,0
Infant brain development,0,0,1,0
Literacy acquisition,0,0,1,0
Toothache,0,1,0,0
Affective empathy,0,0,1,0
Healthy elderly,0,1,0,0
Hand gesture imitation,0,0,0,1
Human Computer Interaction (HCI),1,0,0,0
Cognitive event-related potential,0,0,0,1
Adaboost,0,1,0,0
Isoparaffins,0,1,0,0
Argument structure,1,0,0,0
Dama dama,0,1,0,0
Total intravenous anaesthesia,1,0,0,0
Neural capacity,0,0,1,0
Inhibitory process,0,1,0,0
Environment and Urban Systems",0,0,0,0
genetic high-risk,0,0,0,1
Thyroid testing,0,0,1,0
Offline embodiment,0,0,1,0
Sensory gain,1,0,0,0
Appearance-reality,0,1,0,0
Food appetency,0,0,1,0
Nonconscious processes,0,0,1,0
Forest planning and management,0,1,0,0
Multi-modal neuroimaging integration,0,0,1,0
Open source,0,0,0,1
Social hierarchy,1,0,0,0
Symptom reporting,0,1,0,0
phase coherence,0,0,0,1
Constituent order ambiguity,0,0,1,0
Guesser–Knower task,0,0,1,0
Shades of color,1,0,0,0
Visual evoked flow response,0,0,1,0
Care requirements,0,0,1,0
School educated and college educated,0,0,1,0
Attitude change,1,0,0,0
Legacy,0,1,0,0
Pantomime,1,0,0,0
grandmother cells,0,0,0,1
Cognitive test performance,0,0,1,0
Critical illness,1,0,0,0
Longitudinal change,0,0,1,0
Knowledge-based systems,1,0,0,0
High grade gliomas,0,0,0,1
Laminar organization,1,0,0,0
Cognition science,1,0,0,0
temperament,0,0,1,0
questionable dementia,0,0,1,0
Art history methods,0,1,0,0
Implementation intentions,0,1,0,0
Reality distortion,0,1,0,0
ARMD,0,0,0,1
Cortical reorganisation,0,1,0,0
Computerized,0,0,1,0
ARMS,0,0,1,0
Mathematics achievement,0,1,0,0
pp,1,0,0,0
Configurational theory,0,1,0,0
focus group,1,0,0,0
MELD,0,0,1,0
Fundus fluorescein angiography,1,0,0,0
Elderly Falls,1,0,0,0
Intentional control,0,0,0,1
Orangutan,0,0,1,0
Pre-motor cortex and supplementary motor cortex,1,0,0,0
Social affordances,0,0,1,0
Multiple representations,0,1,0,0
Framingham Heart Study,0,0,0,1
Mu-opioid,0,1,0,0
Face neurons,1,0,0,0
indirect tasks,1,0,0,0
relational memory,1,0,0,0
Scrolling-text,0,1,0,0
Hypofractionation,0,0,0,1
Methylphenidate (MPH),0,0,1,0
Oral language,0,0,1,0
Object-related actions,1,0,0,0
Wilkie,1,0,0,0
older population,0,1,0,0
Remember/Know,1,0,0,0
Low contrast visual acuity,0,1,0,0
Drawing abilities,1,0,0,0
Anoxia-hypoxia,0,1,0,0
Peripheral neuropathy,0,1,0,0
genetic association,0,1,0,0
Correspondence maximization,1,0,0,0
effect size,0,1,0,0
Spatial discounting,0,0,1,0
Low SES,0,1,0,0
Perievent histogram,0,0,0,1
Participatory decision-making,0,1,0,0
Accident,0,1,0,0
Gycemic control,0,1,0,0
Retinotectal,1,0,0,0
Human-horse interaction,1,0,0,0
Sight-word instruction,0,1,0,0
aggregated maps,0,1,0,0
Open inguinal hernia repair,0,0,1,0
Balance assessment,0,0,0,1
Diffusion process,0,0,1,0
Spatial selective attention,0,0,1,0
Syndrome-general deficiency,0,0,0,1
Modern Attitudes,0,1,0,0
Corticocentrism,0,0,1,0
Cognitive compatibility,0,0,0,1
Facial information processing,0,0,1,0
Diffusion tensor MRI,1,0,0,0
Aprosodia,0,0,1,0
situation awareness,0,0,1,0
Network analysis,0,0,1,0
Frontal epilepsy,1,0,0,0
Anticonvulsant,0,0,1,0
Basic-level categorization,0,1,0,0
Mergin in-vehilce technology,0,1,0,0
Diagnostic sensitivity and specificity,0,1,0,0
Radiation injury,1,0,0,0
information theory,0,1,0,0
Chinese preschool children,0,0,1,0
Lexical constraints,0,0,1,0
Exogenous,0,1,0,0
Stimulus detection,0,1,0,0
Psicotic features,0,1,0,0
Person memory,0,0,1,0
Precursor functions,0,1,0,0
Neurologization,0,0,1,0
Physical context,0,0,1,0
Antibodies,0,0,1,0
Trafalgar effect,0,1,0,0
Hidden Figures Task (HFT),0,0,1,0
Scaling,0,1,0,0
Stingray,1,0,0,0
